enc;p5_1;p5_2;p5_3;p5_4;p5_5;p5_6;p5_7;p5_8;p5_9;p5_10;p5_11;p7_1;p7_2;p7_3;p7_4;p7_5;p7_6;p7_7;p8
581;10;10;10;10;10;10;10;10;10;10;10;9;10;10;10;10;10;10;10
582;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
583;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
584;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
585;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
586;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
587;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
588;9;9;9;7;9;8;9;4;4;9;9;7;6;7;8;6;6;8;7
589;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
590;10;10;10;10;10;10;10;10;10;10;10;8;10;10;10;10;10;10;10
591;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
592;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
593;10;10;9;8;10;10;10;10;10;10;10;7;8;10;10;10;10;10;10
594;10;10;10;10;10;10;10;8;10;10;10;7;10;10;10;10;10;10;10
595;9;9;9;8;9;9;9;7;9;9;9;8;8;8;10;10;10;10;10
596;9;9;9;7;10;9;9;10;10;10;10;7;7;7;10;9;9;10;10
597;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
598;9;9;9;9;9;9;9;7;8;9;9;10;10;10;10;10;10;10;10
599;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;10;10;9
600;8;8;7;7;8;8;8;8;7;9;9;8;8;8;9;9;8;8;7
601;10;10;10;10;10;9;9;9;10;10;10;10;10;10;10;10;10;10;10
602;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
603;9;9;9;9;9;9;10;9;9;9;9;9;9;9;9;8;8;9;9
604;10;10;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;10
605;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;9;9;10;8
606;9;9;9;8;8;8;9;9;8;8;8;9;9;9;9;9;9;9;10
607;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
656;10;10;10;9;9;9;9;10;10;9;9;6;6;6;6;6;6;6;10
657;9;10;9;9;10;9;9;9;10;10;10;7;5;5;8;5;5;8;8
658;10;10;10;10;10;10;10;10;10;10;10;7;6;6;8;6;6;8;10
659;10;10;10;10;10;10;10;10;10;10;10;6;6;6;9;6;6;9;10
660;10;10;10;10;10;10;10;10;10;10;10;7;6;6;10;7;7;10;9
661;10;10;10;10;10;10;10;10;10;10;10;7;5;5;9;7;7;9;10
662;8;8;9;8;8;8;8;8;8;8;8;5;5;5;8;5;5;8;9
663;10;10;10;10;10;10;10;10;10;10;10;8;5;5;8;5;5;8;10
664;9;9;9;9;9;9;9;9;9;9;9;6;5;5;8;5;6;8;8
665;10;10;10;10;10;10;10;10;10;10;10;5;5;5;8;5;5;8;10
666;9;9;9;9;9;9;9;9;9;9;9;6;7;5;8;5;6;8;8
667;9;10;10;9;9;9;9;10;10;10;10;8;7;7;10;7;7;10;9
668;10;10;10;10;10;10;10;10;10;10;10;7;2;3;9;1;2;8;8
669;10;10;10;10;10;10;10;10;10;10;10;7;6;6;9;6;7;9;10
670;9;9;9;9;9;9;9;9;9;9;9;7;5;5;9;6;6;9;9
671;9;9;9;9;9;9;9;9;9;9;9;8;3;3;10;4;5;10;8
672;10;10;10;10;10;10;10;10;10;10;10;8;5;5;8;7;7;8;10
673;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
674;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
675;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;10
676;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
677;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
678;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;10
679;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
680;10;10;10;10;10;10;10;10;10;10;10;6;7;7;8;7;7;8;10
681;8;8;8;8;8;8;8;8;8;8;8;6;6;6;8;7;7;8;8
682;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8
683;9;9;9;9;9;9;9;9;9;9;9;7;5;7;7;6;6;7;9
684;6;5;5;5;6;6;6;6;6;6;6;7;7;7;8;7;7;8;6
685;9;9;9;9;9;9;9;9;9;9;9;7;5;5;7;7;7;7;9
686;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
687;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
688;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;10
689;10;10;10;10;10;10;10;10;10;10;10;8;8;8;8;8;8;8;10
690;10;10;10;10;10;10;10;10;10;10;10;7;7;7;9;7;7;9;10
691;10;10;10;10;10;10;10;10;10;10;10;8;8;8;9;8;8;9;10
692;10;10;10;10;10;10;10;10;10;10;10;6;4;6;10;7;7;10;10
737;9;9;9;9;8;9;9;9;9;9;9;8;9;9;9;9;9;9;10
738;9;9;9;9;8;9;9;9;9;9;9;7;8;8;8;8;8;8;7
739;8;8;8;6;7;7;7;7;7;7;7;7;8;8;8;6;6;8;10
740;8;8;8;8;6;8;8;8;8;8;8;7;8;8;8;7;6;8;9
741;8;8;8;8;7;8;8;8;8;8;8;8;8;8;8;8;8;8;10
742;9;9;9;9;8;9;9;9;9;9;9;5;8;8;8;8;8;8;10
743;9;9;9;9;8;9;9;9;9;9;9;7;9;9;9;8;8;9;10
744;8;8;8;8;7;8;8;8;8;8;8;9;9;9;9;9;9;9;10
745;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;10
746;8;8;8;8;7;8;8;8;8;8;8;8;8;8;8;8;8;8;6
747;8;8;8;8;7;8;8;8;8;8;8;7;8;8;8;8;8;8;6
748;9;9;9;9;8;9;9;9;9;9;9;8;9;9;9;9;9;9;6
749;9;9;9;9;9;8;9;9;9;9;9;6;7;7;7;7;7;7;7
750;9;9;9;9;6;9;9;9;9;9;9;9;9;9;9;9;9;9;3
751;10;9;9;9;7;9;8;8;8;8;8;7;8;8;7;7;7;7;9
752;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;10
753;9;9;9;9;8;9;9;9;9;9;9;8;9;9;9;9;9;9;9
754;8;8;8;8;6;8;8;8;8;8;8;8;9;9;9;9;9;9;8
755;9;9;9;9;8;9;9;9;9;9;9;8;9;9;9;9;9;9;10
756;9;9;9;9;8;9;9;9;9;9;9;8;9;9;9;9;9;9;9
757;9;9;9;9;8;9;9;9;9;9;9;8;9;9;9;9;9;9;10
758;10;9;9;9;7;9;9;9;9;9;9;8;9;9;9;7;7;9;10
759;9;9;9;9;8;9;9;9;9;9;9;8;9;9;9;9;9;9;10
760;9;9;9;9;8;9;9;9;9;9;9;8;9;9;9;8;8;9;10
813;10;10;9;9;10;9;10;10;10;10;10;8;10;10;10;10;10;10;10
814;8;10;8;10;8;6;8;10;10;8;8;9;6;6;9;6;6;9;8
815;7;7;8;9;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9
816;10;9;10;10;10;10;9;8;9;9;10;8;9;9;9;9;10;10;10
817;9;9;9;9;8;9;9;10;10;10;10;6;8;8;8;7;7;8;10
818;8;10;10;10;8;9;9;10;10;9;9;7;9;9;9;7;8;9;10
819;7;8;8;7;8;9;9;9;10;10;10;7;8;8;9;9;9;9;9
820;8;9;9;8;9;8;8;8;8;8;8;8;7;7;9;6;6;9;9
821;9;9;10;9;9;9;9;9;9;9;9;1;5;5;10;2;9;10;10
822;8;9;9;9;9;10;10;10;10;10;10;10;8;8;8;8;8;8;10
823;10;10;10;9;9;9;10;10;9;9;9;10;9;9;9;9;10;10;10
824;7;8;8;8;7;9;9;7;8;8;8;8;8;8;8;7;6;8;8
825;10;10;10;10;9;9;9;8;8;8;10;7;8;8;9;7;7;9;10
826;9;10;10;10;9;9;9;10;10;10;10;9;9;9;8;9;9;8;9
827;9;9;9;10;10;10;9;9;9;10;10;6;7;8;8;7;8;8;10
828;7;8;8;8;8;8;8;8;8;8;8;9;9;9;8;9;9;9;9
829;9;9;9;9;9;9;8;8;9;9;9;8;9;9;9;9;9;9;10
830;8;9;9;8;9;9;9;8;8;9;9;5;8;8;8;8;8;8;8
831;8;9;9;9;9;9;10;10;10;10;10;7;9;9;9;9;9;9;10
832;9;10;9;10;9;10;9;9;9;9;9;9;9;9;9;10;10;9;9
833;10;10;10;10;9;10;10;10;10;10;10;8;8;8;8;8;10;10;10
834;7;8;8;9;8;8;9;7;8;8;8;8;8;8;8;8;8;8;8
835;10;10;10;8;8;9;9;8;8;9;9;10;10;10;9;9;8;10;10
836;10;9;10;10;9;9;10;10;9;9;9;3;10;10;10;10;9;10;10
837;7;10;10;10;7;8;10;10;10;8;8;7;10;10;10;8;8;10;10
838;7;10;10;10;8;9;9;10;10;9;9;7;9;9;9;9;9;9;9
839;8;10;10;10;10;10;10;10;10;10;10;8;8;8;8;8;8;8;10
840;7;8;8;8;7;8;10;10;10;10;10;7;9;9;9;8;9;9;9
841;8;10;10;10;7;9;9;8;8;8;8;6;8;8;10;8;7;10;8
842;7;7;7;7;7;7;7;7;7;8;7;5;6;8;8;6;6;8;8
843;7;8;8;8;7;8;8;10;10;8;8;6;8;8;10;8;8;10;10
844;10;10;10;10;8;9;9;9;9;9;9;8;10;10;10;10;9;9;10
845;8;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
846;7;10;10;10;10;9;9;9;9;9;9;8;9;9;10;10;9;9;10
847;9;9;9;9;9;9;10;10;10;10;10;8;8;8;8;8;8;8;9
848;8;9;9;9;9;9;9;9;9;9;9;7;9;9;9;9;9;9;10
849;8;9;8;8;9;9;9;10;10;9;9;8;10;10;10;10;10;10;10
850;8;8;8;8;8;9;9;9;9;9;9;8;10;10;10;10;10;10;10
851;8;10;10;10;10;8;8;9;9;9;9;7;9;9;10;7;7;10;10
889;9;9;9;9;9;9;9;9;9;9;9;7;7;7;7;7;7;7;9
890;9;9;9;9;9;9;9;9;9;9;9;7;7;7;7;7;7;7;8
891;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9
892;10;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
893;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;10
894;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
895;10;10;10;10;10;10;10;10;10;10;10;7;7;7;7;7;7;7;10
896;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9
897;6;6;6;6;6;6;6;6;6;6;6;10;7;7;8;8;8;8;5
898;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;9
899;8;8;8;8;8;8;8;8;8;8;8;10;8;8;9;9;9;9;10
900;10;9;9;9;9;9;9;9;9;9;9;7;7;7;7;7;7;7;9
901;10;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;8
902;8;8;8;8;8;8;8;8;8;8;8;8;7;7;8;8;8;8;8
903;8;9;9;9;9;9;9;9;9;9;9;10;9;9;10;10;10;10;9
904;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
905;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;10
906;9;8;8;8;8;8;8;8;8;8;8;9;8;8;8;8;8;8;9
907;9;9;9;9;9;9;9;9;9;9;9;10;8;8;9;9;9;9;10
908;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
909;10;10;9;10;8;9;9;8;7;9;9;8;8;8;8;8;8;8;8
910;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
911;10;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
912;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;8
913;4;5;4;6;4;4;4;4;4;4;4;9;9;9;9;9;9;9;9
914;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
915;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
916;10;10;10;10;10;10;10;10;10;10;10;8;8;8;9;9;9;9;10
917;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9
918;9;8;8;9;9;9;9;9;9;9;9;10;9;9;10;10;10;10;10
919;10;10;10;10;10;10;10;10;10;10;10;8;8;8;8;8;8;8;10
920;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
921;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
922;10;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;10
965;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
966;10;10;10;10;9;10;10;10;10;10;10;8;8;9;10;10;10;10;10
967;7;3;6;6;6;8;8;5;6;9;8;7;9;9;9;9;9;10;4
968;9;4;6;8;7;9;8;6;6;8;8;8;8;8;8;8;8;8;6
969;10;10;10;10;10;10;10;10;10;9;10;7;10;9;10;10;9;10;10
970;9;7;7;6;7;8;8;7;7;7;8;4;10;10;10;9;9;10;6
971;10;9;9;10;7;10;10;10;10;9;10;10;10;10;10;10;10;1;10
972;7;8;8;8;8;9;9;9;9;9;9;7;9;9;10;9;7;9;8
973;10;9;10;10;10;10;10;10;10;9;10;10;10;10;10;10;10;10;9
974;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
975;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
976;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
977;10;10;10;10;9;10;10;10;10;10;10;7;10;10;10;10;9;10;10
978;10;10;9;7;10;10;10;10;10;10;10;9;9;9;10;7;7;10;7
979;10;10;9;9;9;10;10;10;10;10;10;9;10;10;10;10;10;10;10
980;10;10;10;10;10;10;10;10;10;10;10;8;7;6;8;8;8;10;10
981;9;8;7;9;8;9;9;8;9;10;10;4;8;10;10;10;10;10;8
982;10;10;10;10;10;10;10;10;10;10;10;8;8;8;8;8;9;10;10
983;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
984;10;10;10;10;10;10;10;10;10;10;10;4;8;9;9;10;10;10;10
985;10;10;10;10;10;10;10;10;10;10;10;7;9;8;10;10;10;10;10
986;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;10
987;10;10;10;10;10;10;10;10;10;10;10;8;7;7;10;9;8;10;10
988;9;10;10;10;10;10;10;10;9;9;10;8;9;10;10;8;10;10;10
989;9;9;9;8;8;10;9;9;9;9;10;9;9;9;9;9;9;9;9
990;9;7;9;7;9;9;9;6;6;9;9;8;8;8;10;9;6;10;7
991;10;9;9;9;9;9;9;5;5;9;9;10;8;9;9;9;9;9;8
992;9;8;9;9;7;10;10;5;5;10;10;6;5;8;9;5;5;10;5
993;10;10;10;10;10;10;10;6;6;10;10;8;7;8;10;10;10;10;10
994;8;9;9;9;10;10;10;8;9;10;10;8;9;9;9;9;9;10;8
995;7;7;8;9;8;10;10;7;7;9;9;8;8;8;8;8;8;10;8
996;9;5;8;10;7;9;10;2;2;8;9;7;3;9;10;8;6;9;3
997;9;8;9;10;8;10;10;6;7;9;9;9;9;9;10;8;6;10;5
998;10;8;7;10;7;6;7;8;10;7;7;8;8;8;8;8;8;10;4
999;8;9;9;9;7;10;9;8;8;8;9;9;7;10;10;10;10;10;8
1000;10;10;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;7
1001;9;8;9;8;8;9;8;9;9;8;8;10;9;9;8;8;10;10;9
1002;10;10;8;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9
1003;9;4;4;6;6;7;4;6;6;7;8;9;9;10;10;10;10;10;6
1004;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1041;10;10;10;10;10;8;9;9;9;9;9;10;10;10;10;9;8;9;9
1042;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1043;10;10;10;10;10;9;10;10;9;9;9;10;10;10;10;10;10;10;10
1044;9;9;8;7;9;8;8;10;10;10;10;9;10;10;9;8;9;9;9
1045;10;10;10;10;8;10;10;10;10;10;10;8;8;8;9;10;10;10;10
1046;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1047;10;10;10;10;9;9;10;9;9;10;10;10;10;9;9;9;9;9;10
1048;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1049;8;8;8;8;8;8;8;9;9;9;9;10;9;9;9;9;9;9;10
1050;10;10;10;10;9;9;9;10;9;10;9;8;9;9;9;9;9;9;10
1051;8;9;10;10;9;9;9;10;10;9;10;8;10;10;9;9;9;10;9
1052;6;6;10;10;7;10;10;4;4;10;10;9;9;9;10;10;10;10;5
1053;9;9;9;9;9;7;8;9;9;9;9;7;10;10;10;7;7;10;9
1054;7;7;7;7;8;8;8;8;8;8;8;7;10;10;10;10;10;10;8
1055;10;10;10;8;9;9;9;9;9;9;9;7;10;10;10;8;8;10;10
1056;10;10;10;10;9;10;10;9;9;9;9;10;10;10;10;10;10;10;10
1057;9;10;10;10;10;9;10;10;10;9;9;8;10;10;10;10;10;10;10
1058;10;10;10;10;9;9;10;10;9;9;9;7;10;10;10;8;10;10;10
1059;8;10;10;10;10;10;10;10;10;10;10;8;10;10;10;10;10;10;10
1060;7;9;9;8;10;10;10;7;10;10;10;8;10;10;10;10;10;10;10
1061;9;10;10;10;10;9;8;9;9;9;9;8;10;10;10;10;10;10;10
1062;9;10;10;10;4;10;10;10;10;10;10;8;8;8;10;10;10;10;10
1063;10;10;10;9;9;9;9;9;9;9;9;8;10;10;10;10;10;10;10
1064;9;10;10;10;5;5;8;9;10;9;9;5;10;10;10;8;10;10;10
1065;10;9;9;9;8;8;7;7;7;8;8;3;10;10;10;10;10;10;8
1066;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9
1067;10;10;10;10;8;9;9;10;10;9;9;8;9;9;9;9;10;10;10
1068;7;7;7;7;8;9;9;9;9;8;8;5;8;8;8;7;8;8;8
1069;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10
1070;8;8;8;8;8;9;9;9;9;9;9;8;8;8;9;8;8;9;8
1071;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1072;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8;5;6;9;9
1073;7;7;7;8;8;8;8;10;10;10;10;8;10;10;10;10;9;10;8
1117;7;6;7;7;7;8;8;7;6;7;8;9;8;8;8;8;9;9;9
1118;10;9;10;10;9;9;10;10;10;10;9;9;9;9;9;9;9;9;10
1119;9;9;9;10;9;10;9;9;9;9;9;8;8;8;8;9;9;7;9
1120;8;6;7;8;7;8;8;8;8;8;8;9;10;10;10;9;9;10;9
1121;7;8;7;5;6;7;7;5;8;7;7;7;7;8;8;7;7;8;6
1122;10;10;9;10;9;9;10;10;10;9;9;9;10;10;10;10;10;10;10
1123;9;9;8;9;7;8;8;9;9;8;8;8;8;8;8;8;8;8;9
1124;9;9;8;9;8;8;9;9;9;9;8;9;9;9;9;9;9;9;9
1125;8;8;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;8
1126;8;8;8;8;8;8;8;8;9;9;8;10;10;10;10;10;10;10;8
1127;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;9
1128;9;9;9;9;9;9;9;9;7;7;9;9;9;9;9;9;9;9;7
1129;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1130;10;10;10;10;9;9;9;7;7;7;9;10;10;10;10;10;10;10;7
1131;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1132;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1133;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1134;9;9;7;9;9;9;9;9;10;10;9;10;10;10;10;10;10;10;8
1135;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1136;8;7;7;8;8;8;8;7;7;7;7;8;8;8;8;8;8;8;8
1137;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
1138;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1139;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9
1140;10;10;10;10;10;10;10;10;6;6;10;8;8;8;8;8;8;8;8
1141;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1142;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1143;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1144;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;10
1145;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1146;8;5;5;8;7;8;8;5;5;7;7;8;8;8;5;8;8;8;6
1147;6;6;7;8;4;6;6;5;5;7;7;10;10;10;10;10;10;10;6
1148;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
1149;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1150;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;9
1151;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;9
1152;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
1153;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
1154;7;7;7;7;7;7;7;6;6;7;7;8;8;8;8;8;8;8;7
1155;8;8;8;8;8;8;8;8;8;8;8;10;10;10;10;10;10;10;10
1156;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
1157;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9
1158;8;8;8;8;8;8;8;8;8;8;8;10;10;10;10;10;10;10;8
1159;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1160;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
1161;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
1162;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1163;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
1164;10;10;10;9;9;9;8;8;9;9;9;9;9;9;9;9;9;9;10
1165;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1166;10;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9
1198;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1199;4;4;4;4;9;9;10;10;10;10;10;9;9;9;9;9;9;9;9
1200;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1201;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1202;10;10;10;9;10;9;10;10;10;10;10;10;10;10;10;10;10;10;10
1203;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1204;10;10;9;10;9;9;10;10;9;9;9;9;9;9;10;9;9;10;10
1205;10;10;10;10;10;10;10;10;9;9;9;10;10;10;10;10;9;10;10
1206;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;8;8;9;9
1207;9;8;8;9;8;8;9;10;9;9;9;8;8;8;8;6;6;10;9
1208;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1209;9;9;9;9;8;8;9;9;8;9;9;10;10;10;9;10;10;9;9
1210;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;8
1211;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1212;10;10;10;10;10;10;10;10;10;9;9;10;10;10;10;9;9;10;10
1213;8;8;8;9;9;9;10;10;10;10;10;9;9;9;9;9;9;9;9
1214;9;9;9;10;9;9;9;10;9;9;9;10;10;10;10;7;7;10;9
1215;8;8;8;9;9;9;7;8;9;9;9;9;9;9;10;9;9;10;8
1216;8;8;8;10;9;10;10;8;10;10;10;10;10;10;10;10;10;10;10
1303;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
1304;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;8;10;10
1305;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;10
1306;9;9;9;9;8;10;10;10;9;9;9;9;10;10;10;7;9;10;10
1307;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
1308;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1309;10;10;10;10;10;10;10;8;10;10;10;9;9;9;9;10;10;10;9
1310;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;10
1311;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1312;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1313;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1314;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1315;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1316;10;10;10;10;10;10;10;10;10;10;10;8;10;10;9;10;10;10;10
1317;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1318;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1319;10;10;10;10;7;10;10;10;10;10;10;9;10;10;10;10;6;10;10
1320;7;7;7;10;7;8;10;5;10;10;10;10;10;10;10;10;10;10;10
1321;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1322;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;10
1323;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1324;9;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9
1325;8;10;10;10;7;7;7;7;7;7;7;9;9;9;9;9;9;9;10
1326;6;6;6;6;6;6;6;6;6;6;6;10;10;10;10;10;10;10;7
1327;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9
1328;9;9;9;9;9;9;9;9;9;9;9;8;8;8;9;8;8;9;9
1329;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1330;9;9;7;10;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1331;10;10;10;10;10;10;10;2;9;9;9;9;10;10;10;10;10;10;9
1332;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1333;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1334;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1335;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1336;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1337;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10
1338;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1339;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
1340;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9
1341;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
1342;8;8;8;8;8;8;8;8;8;8;8;10;10;10;10;10;10;10;10
